,QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
2443,LMGF-75,Direct,Level with CI,Y,N,45,20,15.58,349.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2444,KGCR-92,Direct,Decreasing,Y,N,57,40,27.91,739.58,N,583,3,49,5,6,4,5,0,-999997
2445,UGRU-95,CTM,Level with CI,N,N,38,30,13.44,270.76,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2446,LNVK-48,MSM,Level,N,N,34,10,13.44,270.76,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2447,GZDX-77,CTM,Level,Y,Y,47,10,27.61,894.54,N,520,5,-999997,3,22,7,3,0,-999997
2448,GRGM-22,Direct,Level accelerated,Y,Y,44,5,23.82,554.69,N,575,4,16,7,9,3,7,0,-999997
2449,XFAI-17,CTM,Decreasing accelerated,Y,N,54,20,23.82,554.69,N,575,4,16,7,9,3,7,0,-999997
2450,NFIZ-59,Direct,Decreasing with CI,N,N,45,5,23.82,554.69,N,575,4,16,7,9,3,7,0,-999997
2451,LLUH-88,Direct,Decreasing with CI,N,N,41,20,20.06,475.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2452,KHBS-69,CTM,Level,Y,Y,58,20,20.06,475.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2453,RHXG-17,CTM,Decreasing with CI,Y,N,42,20,20.06,475.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2454,CROH-92,CTM,Decreasing with CI,Y,Y,34,10,16.6,393.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2455,JQWP-35,CTM,Level,Y,Y,46,20,16.6,393.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2456,GRHL-51,Direct,Decreasing with CI,N,N,51,20,21.22,502.78,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2457,SUNU-83,CTM,Level with CI,Y,Y,60,10,20.3,480.94,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2458,AJIW-28,MSM,Level,N,N,39,30,19.84,470.02,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2459,HCGM-59,CTM,Level,Y,N,52,30,16.6,393.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2460,THXP-80,MSM,Decreasing,Y,N,48,20,10,255.82,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2461,VQSW-20,CTM,Decreasing,Y,N,41,30,57.32,1584.76,N,560,3,10,2,14,8,7,0,-999997
2462,YWME-26,CTM,Decreasing,Y,N,56,15,5,67.67,N,532,3,-999997,9,23,7,10,0,-999997
2463,RWKX-43,MSM,Decreasing,Y,N,40,20,5,67.67,N,532,3,-999997,9,23,7,10,0,-999997
2464,KHSZ-69,MSM,Decreasing,N,N,34,10,20.38,602.22,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2465,ZTNE-48,CTM,Level,N,N,43,15,14.42,307.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2466,HGLL-79,Direct,Level,N,N,44,20,14.42,307.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2467,QSKE-14,Direct,Level,N,Y,40,15,30.41,763.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2468,TJTE-83,CTM,Decreasing,Y,N,54,30,85.25,2046.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2469,TDMZ-39,CTM,Level,N,N,55,20,69.49,1597.69,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2470,MSNW-76,CTM,Level with CI,N,N,34,30,30.41,763.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2471,UQYR-32,CTM,Decreasing accelerated,N,N,48,10,69.49,1597.69,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2472,QWIS-90,CTM,Decreasing,N,N,31,30,71.02,1222.5,N,568,0,-999997,12,12,4,4,0,-999997
2473,PMEF-27,CTM,Decreasing,N,N,36,5,79.91,1606.52,N,570,2,49,0,7,8,8,0,-999997
2474,QXGL-68,Direct,Decreasing,N,Y,42,20,69.07,1388.56,N,570,2,49,0,7,8,8,0,-999997
2475,HIXG-34,CTM,Level,Y,N,31,30,71.99,1489.62,N,570,2,49,0,7,8,8,0,-999997
2476,FDYW-19,MSM,Level with CI,N,N,42,20,71.99,1489.62,N,570,2,49,0,7,8,8,0,-999997
2477,DLFG-41,CTM,Level,Y,Y,56,30,71.99,1489.62,N,570,2,49,0,7,8,8,0,-999997
2478,SDSK-66,Direct,Level with CI,Y,N,42,15,24.95,732.79,N,544,6,-999997,20,22,6,4,0,-999997
2479,MOBZ-15,MSM,Level with CI,Y,N,45,30,24.95,732.79,N,544,6,-999997,20,22,6,4,0,-999997
2480,HLPT-96,CTM,Level,Y,N,54,15,8.41,274.43,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2481,AILP-12,CTM,Level,Y,Y,35,40,13.51,450.67,Y,553,3,-999997,5,13,4,2,0,-999997
2482,WCXM-96,CTM,Level,N,Y,41,30,13.51,450.67,Y,553,3,-999997,5,13,4,2,0,-999997
2483,ZERR-25,Direct,Level,N,N,44,20,13.51,450.67,Y,553,3,-999997,5,13,4,2,0,-999997
2484,RNAU-53,MSM,Level,N,N,52,10,13.51,450.67,Y,553,3,-999997,5,13,4,2,0,-999997
2485,OAWC-39,CTM,Decreasing,Y,N,49,20,12.44,268.98,N,529,2,10,1,15,7,6,0,-999997
2486,MFKG-34,CTM,Level with CI,N,N,57,20,12.44,268.98,N,529,2,10,1,15,7,6,0,-999997
2487,VFME-65,Direct,Decreasing with CI,Y,N,42,30,10,218.5,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2488,SVQS-71,CTM,Level accelerated,Y,Y,54,30,8.21,181.27,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2489,BUIO-55,CTM,Decreasing with CI,Y,Y,49,30,66.92,1644.52,Y,578,2,21,7,2,2,1,0,-999997
2490,VSJW-38,MSM,Level,Y,N,46,30,61.86,1510.29,Y,578,2,21,7,2,2,1,0,-999997
2491,IISQ-36,CTM,Level with CI,N,Y,26,10,68.58,1668.44,Y,578,2,21,7,2,2,1,0,-999997
2492,AKHU-94,CTM,Level with CI,N,Y,34,30,7.62,197.34,N,558,6,61,7,22,6,4,0,-999997
2493,CAQZ-92,Direct,Level,N,N,46,25,5.66,134.89,N,558,6,61,7,22,6,4,0,-999997
2494,LYNM-70,CTM,Level,Y,N,31,5,72.25,1912.91,N,570,9,-999997,1,11,8,2,0,-999997
2495,TJDO-38,MSM,Level with CI,N,Y,45,20,72.25,1912.91,N,570,9,-999997,1,11,8,2,0,-999997
2496,NCYN-30,Direct,Level with CI,N,Y,40,10,19.83,493.22,N,552,1,19,4,19,7,4,0,-999997
2497,NLKW-45,Direct,Decreasing with CI,Y,N,33,10,19.83,493.22,N,552,1,19,4,19,7,4,0,-999997
2498,OFBG-47,CTM,Level with CI,Y,N,50,30,19.83,493.22,N,552,1,19,4,19,7,4,0,-999997
2499,YCYK-23,MSM,Level,N,N,53,20,19.83,493.22,N,552,1,19,4,19,7,4,0,-999997
2500,GUCY-56,CTM,Level,Y,N,45,20,10.86,316.93,Y,583,0,10,3,8,4,7,0,-999997
2501,JKPF-16,MSM,Decreasing with CI,Y,Y,33,10,10.86,316.93,Y,583,0,10,3,8,4,7,0,-999997
2502,OVUT-29,CTM,Level,N,N,39,5,17.34,506.12,Y,583,0,10,3,8,4,7,0,-999997
2503,PGAG-51,CTM,Level,Y,N,40,5,17.34,506.12,Y,583,0,10,3,8,4,7,0,-999997
2504,UGCG-15,CTM,Level,N,N,42,20,74.77,1814.05,Y,578,2,21,7,2,2,1,0,-999997
2505,HAJD-69,CTM,Level with CI,N,N,28,15,74.77,1814.05,Y,578,2,21,7,2,2,1,0,-999997
2506,QSQO-60,MSM,Level with CI,Y,N,48,5,74.77,1814.05,Y,578,2,21,7,2,2,1,0,-999997
2507,ACSJ-25,CTM,Decreasing accelerated,N,N,47,5,66.92,1644.52,Y,578,2,21,7,2,2,1,0,-999997
2508,KDQZ-95,Direct,Level,Y,Y,39,10,80.97,1959.65,Y,578,2,21,7,2,2,1,0,-999997
2509,DUBM-79,MSM,Level,Y,N,51,30,16.96,397.5,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2510,FEXW-99,Direct,Level accelerated,N,N,54,20,13.48,308.06,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2511,EODZ-15,Direct,Level,N,N,63,20,12.05,278.22,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2512,AGRT-65,MSM,Decreasing with CI,Y,N,47,20,11.35,259.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2513,AWIL-21,CTM,Level,Y,Y,40,30,11.65,258.95,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2514,MXNL-99,CTM,Decreasing with CI,Y,Y,59,40,10.88,239.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2515,ORWQ-77,MSM,Decreasing,Y,N,42,15,10.88,239.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2516,KLFC-11,Direct,Decreasing with CI,Y,Y,34,10,10.88,239.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2517,LXWX-53,CTM,Decreasing with CI,Y,N,44,20,11.35,259.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2518,GTPR-56,CTM,Level,Y,N,36,30,10.52,238.41,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2519,MHJI-34,CTM,Decreasing with CI,N,Y,36,20,11.18,255.86,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2520,LQXY-61,CTM,Decreasing,Y,N,42,20,9.61,213.98,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2521,TNSI-59,MSM,Decreasing with CI,Y,N,37,20,10,213.1,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2522,DUTY-10,CTM,Level with CI,Y,N,44,15,10.88,239.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2523,GBPI-37,Direct,Level with CI,Y,Y,42,20,28.16,742.38,N,536,4,28,3,22,7,8,0,-999997
2524,IPCT-59,CTM,Level accelerated,Y,N,32,20,28.16,742.38,N,536,4,28,3,22,7,8,0,-999997
2525,QIPQ-36,CTM,Level accelerated,N,N,57,10,28.16,742.38,N,536,4,28,3,22,7,8,0,-999997
2526,UBTT-99,MSM,Decreasing with CI,Y,Y,49,30,19.99,686.15,N,572,0,16,2,12,4,3,0,-999997
2527,GJVX-85,CTM,Level,Y,Y,47,30,40.82,1190.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2528,SLUT-97,CTM,Level,N,N,46,30,10,148.82,N,528,0,70,4,23,7,8,0,-999997
2529,HUXU-25,Direct,Level,Y,N,34,10,10,148.82,N,528,0,70,4,23,7,8,0,-999997
2530,ACWK-81,Direct,Decreasing with CI,Y,N,43,10,10,148.82,N,528,0,70,4,23,7,8,0,-999997
2531,KLDG-99,CTM,Level with CI,Y,N,52,30,10,148.82,N,528,0,70,4,23,7,8,0,-999997
2532,RTTZ-21,CTM,Decreasing,N,N,44,5,10,121.76,N,528,0,70,4,23,7,8,0,-999997
2533,PDUQ-19,MSM,Level,Y,Y,44,30,15.84,415.98,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2534,UYRF-19,MSM,Level with CI,N,N,44,20,15.84,415.98,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2535,OALJ-85,MSM,Decreasing accelerated,Y,N,53,10,37.53,1197.44,N,486,NULL,-999997,-999997,10,6,3,-999997,NULL
2536,ANNX-30,Direct,Decreasing accelerated,Y,N,52,20,37.53,1197.44,N,486,NULL,-999997,-999997,10,6,3,-999997,NULL
2537,YDQD-59,CTM,Level,Y,N,45,20,32.9,762.4,Y,480,1,7,4,18,6,8,2,12
2538,TWVU-16,CTM,Level,N,N,37,30,38.96,902.98,Y,480,1,7,4,18,6,8,2,12
2539,JYTV-83,Direct,Level,N,Y,44,20,38.96,902.98,Y,480,1,7,4,18,6,8,2,12
2540,MGID-14,Direct,Decreasing with CI,N,Y,51,20,53.53,1323.17,N,577,11,-999997,3,11,3,3,0,-999997
2541,FIAV-31,Direct,Decreasing with CI,N,N,32,5,22.52,419.95,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2542,VHOK-18,Direct,Level with CI,Y,Y,41,20,25.11,473.53,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2543,UQGG-76,CTM,Decreasing with CI,N,N,20,20,25.11,473.53,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2544,USNG-34,CTM,Level,Y,N,46,30,25.11,473.53,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2545,ZYGY-65,MSM,Decreasing accelerated,Y,N,57,15,20,352.31,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2546,NLFS-35,MSM,Level with CI,N,Y,49,10,25.11,473.53,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2547,VNIC-14,Direct,Level,Y,Y,46,20,23.81,446.74,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2548,KZPF-41,CTM,Level with CI,Y,N,47,30,25.11,473.53,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2549,ICOT-90,CTM,Decreasing with CI,Y,N,47,20,27.61,894.54,N,520,5,-999997,3,22,7,3,0,-999997
2550,SOCB-31,CTM,Level,Y,N,38,20,26.58,710.9,N,536,4,28,3,22,7,8,0,-999997
2551,ATOW-98,CTM,Level with CI,Y,N,46,30,67.22,1636.64,N,575,3,-999997,4,7,1,6,0,-999997
2552,NBHB-23,CTM,Decreasing,N,Y,37,20,22.33,580.8,N,575,3,-999997,4,7,1,6,0,-999997
2553,XXUP-15,CTM,Level,N,N,44,20,22.33,580.8,N,575,3,-999997,4,7,1,6,0,-999997
2554,WJAS-58,CTM,Decreasing,Y,Y,51,15,34.9,897.7,N,575,3,-999997,4,7,1,6,0,-999997
2555,NIUY-83,Direct,Decreasing accelerated,Y,N,46,20,113.46,2745.36,N,575,3,-999997,4,7,1,6,0,-999997
2556,ALVM-37,CTM,Decreasing with CI,N,N,39,40,64.36,1590.54,N,575,3,-999997,4,7,1,6,0,-999997
2557,BFYJ-79,CTM,Level with CI,N,N,47,20,28.89,756.41,N,575,3,-999997,4,7,1,6,0,-999997
2558,AHMM-41,CTM,Level,N,Y,51,25,67.22,1636.64,N,575,3,-999997,4,7,1,6,0,-999997
2559,SABR-92,MSM,Decreasing with CI,N,N,47,30,67.22,1636.64,N,575,3,-999997,4,7,1,6,0,-999997
2560,APTN-88,MSM,Decreasing accelerated,Y,N,40,20,39.17,976.74,N,575,3,-999997,4,7,1,6,0,-999997
2561,QGIN-17,Direct,Level,Y,N,52,30,10.76,308.68,N,575,3,-999997,4,7,1,6,0,-999997
2562,DXUQ-17,Direct,Level,N,N,26,30,12.63,313.47,N,530,3,67,9,23,7,9,0,-999997
2563,WQBS-94,MSM,Level,Y,N,48,20,12.63,313.47,N,530,3,67,9,23,7,9,0,-999997
2564,OFTZ-35,CTM,Level,Y,N,43,5,45.9,1089.83,N,566,2,38,6,12,4,4,0,-999997
2565,UDQW-53,CTM,Level with CI,Y,N,57,30,45.9,1089.83,N,566,2,38,6,12,4,4,0,-999997
2566,VGJA-72,Direct,Decreasing accelerated,Y,N,49,20,5.8,129.24,Y,533,3,-999997,7,13,7,6,0,-999997
2567,OZJP-78,MSM,Level,Y,N,52,20,5.8,129.24,Y,533,3,-999997,7,13,7,6,0,-999997
2568,HBQR-77,CTM,Level,Y,Y,52,15,5.8,129.24,Y,533,3,-999997,7,13,7,6,0,-999997
2569,VWFX-97,CTM,Level with CI,N,N,29,20,24.45,656.14,N,523,2,-999997,5,24,7,9,0,-999997
2570,SIRD-63,MSM,Decreasing with CI,Y,Y,48,20,68.02,1364.51,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2571,BREB-93,CTM,Decreasing accelerated,Y,Y,36,30,68.02,1364.51,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2572,PPVX-47,CTM,Decreasing with CI,N,N,39,20,28.78,643.14,N,492,0,97,9,21,7,9,1,42
2573,SGII-30,Direct,Level with CI,N,N,64,20,28.78,643.14,N,492,0,97,9,21,7,9,1,42
2574,TURP-36,MSM,Decreasing,Y,Y,52,30,13.51,450.67,N,553,3,-999997,5,13,4,2,0,-999997
2575,FHDE-97,Direct,Level,Y,N,49,5,13.51,450.67,N,553,3,-999997,5,13,4,2,0,-999997
2576,WZWD-99,CTM,Decreasing,N,N,47,15,27.88,578.41,N,561,1,64,1,19,4,8,0,-999997
2577,AUIR-15,CTM,Decreasing,Y,N,54,15,31.55,653.89,N,561,1,64,1,19,4,8,0,-999997
2578,SDJQ-62,MSM,Level,Y,N,45,20,27.88,578.41,N,561,1,64,1,19,4,8,0,-999997
2579,LIAH-58,Direct,Level with CI,N,N,49,5,102.48,1773.41,N,579,3,61,4,9,4,2,0,-999997
2580,OMLV-17,CTM,Level,Y,N,49,20,16.45,459.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2581,KKGQ-65,Direct,Level,Y,N,45,20,57.5,1220.98,N,566,4,-999997,18,15,5,10,0,-999997
2582,DEMK-13,CTM,Level with CI,N,N,45,30,57.5,1220.98,N,566,4,-999997,18,15,5,10,0,-999997
2583,ILDW-20,Direct,Decreasing with CI,N,Y,45,30,57.5,1220.98,N,566,4,-999997,18,15,5,10,0,-999997
2584,GQEV-95,Direct,Level with CI,Y,Y,49,10,18.32,471.27,N,547,4,21,10,21,7,2,0,-999997
2585,LCAY-37,CTM,Level with CI,N,N,40,10,17.96,393.99,N,572,5,7,5,14,6,6,0,-999997
2586,IMGR-95,CTM,Level,Y,N,45,10,13.43,347.46,N,572,5,7,5,14,6,6,0,-999997
2587,HJMH-33,MSM,Level with CI,N,Y,35,30,13.43,347.46,N,572,5,7,5,14,6,6,0,-999997
2588,ERSW-45,CTM,Level with CI,Y,N,44,30,111.64,2589.91,N,559,2,86,5,{ND},6,99,0,-999997
2589,YHFA-35,MSM,Level with CI,Y,N,41,30,26.79,692.94,N,554,0,12,0,13,6,10,0,-999997
2590,JHSV-92,Direct,Decreasing with CI,Y,N,48,20,20.39,408.28,N,575,5,-999997,5,16,5,4,0,-999997
2591,QFTW-14,Direct,Decreasing with CI,Y,N,47,30,19.9,410.56,N,575,5,-999997,5,16,5,4,0,-999997
2592,NJIM-23,Direct,Level,Y,N,44,5,19.9,410.56,N,575,5,-999997,5,16,5,4,0,-999997
2593,CRJH-88,CTM,Decreasing with CI,Y,N,49,20,40.48,837.71,N,536,1,-999997,3,22,7,8,0,-999997
2594,YYVH-13,CTM,Level,N,N,34,20,11.46,231.6,N,562,3,-999997,8,11,3,2,0,-999997
2595,NTVN-61,CTM,Level,N,N,30,20,11.46,231.6,N,562,3,-999997,8,11,3,2,0,-999997
2596,EYXY-37,CTM,Level,N,N,47,20,11.46,231.6,N,562,3,-999997,8,11,3,2,0,-999997
2597,FUDF-15,MSM,Level,Y,N,36,30,11.46,231.6,N,562,3,-999997,8,11,3,2,0,-999997
2598,FAMV-38,Direct,Level with CI,Y,N,45,5,31.55,920.21,N,554,2,12,1,12,3,4,0,-999997
2599,ZPZP-12,MSM,Level,Y,N,47,5,50,1450.71,N,554,2,12,1,12,3,4,0,-999997
2600,ODRC-16,Direct,Decreasing with CI,Y,N,39,40,36.99,1085.3,N,554,2,12,1,12,3,4,0,-999997
2601,WGRP-40,MSM,Level with CI,Y,N,59,40,36.99,1085.3,N,554,2,12,1,12,3,4,0,-999997
2602,RCAL-70,MSM,Decreasing with CI,N,Y,49,20,26.99,783.73,N,554,2,12,1,12,3,4,0,-999997
2603,SQXZ-37,Direct,Decreasing,Y,Y,53,30,19.52,379.24,N,581,2,-999997,10,9,4,3,0,-999997
2604,EUXM-45,MSM,Level accelerated,Y,N,45,30,19.52,379.24,N,581,2,-999997,10,9,4,3,0,-999997
2605,HIJJ-22,Direct,Decreasing with CI,Y,N,46,10,81.01,1628.54,N,571,2,33,4,8,3,3,0,-999997
2606,BLTP-65,Direct,Level,Y,Y,47,20,47.18,948.44,N,571,2,33,4,8,3,3,0,-999997
2607,XLJM-26,CTM,Level with CI,Y,Y,46,20,55.84,1122.65,N,571,2,33,4,8,3,3,0,-999997
2608,UYEB-38,CTM,Level,N,N,56,30,34.23,998.37,Y,589,1,205,3,7,5,1,0,-999997
2609,LTQT-24,CTM,Decreasing accelerated,Y,N,46,40,102.48,1773.41,N,579,3,61,4,9,4,2,0,-999997
2610,YXFU-84,MSM,Level,N,Y,42,25,102.48,1773.41,N,579,3,61,4,9,4,2,0,-999997
2611,PYQQ-22,MSM,Decreasing,N,N,45,30,40.11,872.72,N,549,2,-999997,3,1,3,3,0,-999997
2612,LKUP-70,MSM,Level,Y,N,46,20,51.13,1305.34,N,567,3,-999997,11,14,5,9,0,-999997
2613,UNYW-94,CTM,Level,N,Y,47,20,16.22,467.68,N,560,3,17,8,17,5,5,0,-999997
2614,XXOA-95,CTM,Level with CI,N,Y,33,10,16.22,467.68,N,560,3,17,8,17,5,5,0,-999997
2615,YDPZ-76,CTM,Level,Y,Y,35,30,14.5,423.4,N,560,3,17,8,17,5,5,0,-999997
2616,PADT-33,CTM,Decreasing,Y,Y,42,20,23.75,684.49,N,560,3,17,8,17,5,5,0,-999997
2617,LLQP-49,Direct,Level,Y,N,41,20,14.5,423.4,N,560,3,17,8,17,5,5,0,-999997
2618,ZZTL-13,MSM,Decreasing accelerated,N,N,47,30,30.34,636.1,Y,564,1,-999997,8,14,4,5,0,-999997
2619,EYDD-81,CTM,Decreasing with CI,Y,N,53,30,33.53,702.3,Y,564,1,-999997,8,14,4,5,0,-999997
2620,JDHQ-68,Direct,Decreasing with CI,Y,N,44,30,30.34,636.1,Y,564,1,-999997,8,14,4,5,0,-999997
2621,LISA-24,Direct,Level,Y,Y,33,30,33.53,702.3,Y,564,1,-999997,8,14,4,5,0,-999997
2622,NHSX-96,CTM,Level with CI,Y,Y,39,20,6.64,158.17,Y,575,5,-999997,5,16,5,4,0,-999997
2623,XBZJ-17,Direct,Level,Y,Y,40,20,6.64,158.17,Y,575,5,-999997,5,16,5,4,0,-999997
2624,NOVJ-68,MSM,Decreasing,Y,Y,48,20,6.64,158.17,Y,575,5,-999997,5,16,5,4,0,-999997
2625,FXIT-93,MSM,Level with CI,Y,Y,34,20,36.57,1028.6,N,579,3,-999997,5,9,5,2,0,-999997
2626,KHZM-17,Direct,Level accelerated,N,N,26,20,135.76,4163.68,N,579,3,-999997,5,9,5,2,0,-999997
2627,HTSL-73,Direct,Level,N,Y,50,30,135.76,4163.68,N,579,3,-999997,5,9,5,2,0,-999997
2628,OAEN-38,MSM,Decreasing accelerated,N,N,46,20,30.79,867.93,N,579,3,-999997,5,9,5,2,0,-999997
2629,OVYJ-98,MSM,Decreasing,N,Y,35,20,30.79,867.93,N,579,3,-999997,5,9,5,2,0,-999997
2630,COSS-94,CTM,Decreasing,N,N,49,10,16.8,336.46,N,498,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
2631,WCJI-93,MSM,Decreasing with CI,N,Y,32,30,16.8,336.46,N,498,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
2632,VTEX-14,Direct,Level,Y,Y,53,20,11.46,231.6,N,562,3,-999997,8,11,3,2,0,-999997
2633,JGBL-23,CTM,Level with CI,N,N,55,40,10,269.32,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2634,ROYI-37,MSM,Decreasing,N,N,26,30,20,550.22,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2635,AEFJ-22,Direct,Level,N,N,45,15,25,690.66,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2636,WYDT-85,CTM,Decreasing with CI,Y,Y,40,15,40,1112.01,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2637,WAOW-62,Direct,Level with CI,N,Y,43,15,45,1252.45,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2638,COSQ-12,CTM,Level,Y,N,42,30,15,409.78,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2639,BPFJ-21,MSM,Decreasing with CI,Y,Y,46,30,20,550.22,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2640,UMQB-76,Direct,Decreasing with CI,Y,Y,50,10,21.91,719.95,Y,589,1,205,3,7,5,1,0,-999997
2641,YPIM-33,CTM,Decreasing with CI,N,N,39,30,34.23,998.37,Y,589,1,205,3,7,5,1,0,-999997
2642,RBGR-58,CTM,Level with CI,Y,Y,51,10,18.03,592.59,Y,589,1,205,3,7,5,1,0,-999997
2643,ZVSO-48,MSM,Decreasing,Y,Y,42,10,18.03,592.59,Y,589,1,205,3,7,5,1,0,-999997
2644,UENI-41,MSM,Level,N,N,35,25,16.22,467.68,N,560,3,17,8,17,5,5,0,-999997
2645,ASAE-23,CTM,Level,Y,N,58,20,16.22,467.68,N,560,3,17,8,17,5,5,0,-999997
2646,BIAF-31,CTM,Level,Y,N,53,10,14.5,423.4,N,560,3,17,8,17,5,5,0,-999997
2647,NHFK-59,MSM,Level with CI,Y,Y,43,30,23.75,684.49,N,560,3,17,8,17,5,5,0,-999997
2648,HIIA-12,CTM,Level,Y,N,47,15,14.5,423.4,N,560,3,17,8,17,5,5,0,-999997
2649,NWIP-17,Direct,Decreasing with CI,N,N,57,20,40.11,872.72,N,549,2,-999997,3,1,3,3,0,-999997
2650,QUGK-10,MSM,Decreasing with CI,N,Y,60,25,46.21,1007.47,N,549,2,-999997,3,1,3,3,0,-999997
2651,SXJB-16,CTM,Level with CI,Y,N,26,5,40.11,872.72,N,549,2,-999997,3,1,3,3,0,-999997
2652,DDZE-68,Direct,Level,Y,N,43,20,37.54,816.17,N,549,2,-999997,3,1,3,3,0,-999997
2653,FDBB-28,CTM,Decreasing,Y,Y,45,30,40.11,872.72,N,549,2,-999997,3,1,3,3,0,-999997
2654,VWPN-53,CTM,Decreasing,Y,N,50,10,29.99,656.84,N,549,2,-999997,3,1,3,3,0,-999997
2655,SXGO-60,Direct,Decreasing,Y,N,49,35,41.1,1027.81,N,561,4,-999997,13,16,4,4,0,-999997
2656,PXHU-35,Direct,Decreasing with CI,Y,N,58,20,41.1,1027.81,N,561,4,-999997,13,16,4,4,0,-999997
2657,HKFI-53,CTM,Level with CI,Y,N,27,20,27.59,704.36,N,567,3,-999997,11,14,5,9,0,-999997
2658,ZWRA-23,MSM,Level accelerated,Y,Y,54,15,37.59,837.57,N,556,4,-999997,3,17,3,1,0,-999997
2659,RZMC-79,CTM,Level,Y,N,50,20,37.59,837.57,N,556,4,-999997,3,17,3,1,0,-999997
2660,WXHE-49,CTM,Level with CI,Y,N,50,30,20.64,296.95,N,538,8,-999997,8,19,6,8,0,-999997
2661,YNVI-45,MSM,Level with CI,Y,Y,49,10,20.64,296.95,N,538,8,-999997,8,19,6,8,0,-999997
2662,DUVD-33,Direct,Level,N,N,45,20,30,866.91,N,547,0,16,5,20,6,5,0,-999997
2663,VORM-60,Direct,Level,N,Y,40,5,30,866.91,N,547,0,16,5,20,6,5,0,-999997
2664,AZBL-95,MSM,Decreasing with CI,Y,N,48,20,9.16,274.32,N,540,1,-999997,14,16,7,5,0,-999997
